outcome_name,model_name,target_fraction,selected_population_fraction,selected_rows,treatment_rows,control_rows,treatment_rate,control_rate,cumulative_uplift,cumulative_gain,uplift_ci_lower,uplift_ci_upper,random_gain,gain_above_random,endpoint_gain
visit,constant_ate,0.05,0.050000196727245545,139788.0,118998.0,20790.0,0.0488747710045547,0.03727753727753728,0.011597233727017424,1621.1541082323117,0.008745599787919221,0.014448867666115627,1444.6658759020584,176.48823233025337,28893.317518041164
visit,constant_ate,0.1,0.1000000357685901,279575.0,237900.0,41675.0,0.048743169398907105,0.03839232153569286,0.010350847863214246,2893.838291358123,0.008313271697730773,0.01238842402869772,2889.3317518041167,4.506539554006395,28893.317518041164
visit,constant_ate,0.15,0.15000023249583563,419363.0,356751.0,62612.0,0.048734271242407166,0.03866670925701143,0.010067561985395733,4221.962996881511,0.008400290195832603,0.011734833774958863,4333.997627706174,-112.03463082466351,28893.317518041164
visit,constant_ate,0.2,0.2000000715371802,559150.0,475583.0,83567.0,0.04887474951796006,0.038651620855122235,0.010223128662837824,5716.26239182577,0.008779670605021779,0.01166658672065387,5778.663503608233,-62.401111782463886,28893.317518041164
visit,constant_ate,0.25,0.25000026826442573,698938.0,594485.0,104453.0,0.04884227524664205,0.03831388279896221,0.010528392447679842,7358.693560596454,0.00924181766130386,0.011814967234055824,7223.329379510291,135.36418108616272,28893.317518041164
visit,constant_ate,0.3,0.3000001073057703,838725.0,713337.0,125388.0,0.04878199224209595,0.038313076211439694,0.010468916030656257,8780.54159781217,0.009294737285599153,0.011643094775713361,8667.995255412348,112.54634239982079,28893.317518041164
visit,constant_ate,0.35,0.35000030403301585,978513.0,832069.0,146444.0,0.04881566312409187,0.03820573051815028,0.010609932605941591,10381.956984037724,0.00952444850649155,0.011695416705391632,10112.661131314406,269.2958527233186,28893.317518041164
visit,constant_ate,0.4,0.4000001430743604,1118300.0,951091.0,167209.0,0.04868724443822936,0.03837712084875814,0.01031012358947122,11529.811210105665,0.009292816715006239,0.0113274304639362,11557.327007216467,-27.51579711080194,28893.317518041164
visit,constant_ate,0.45,0.4500003398016059,1258088.0,1070056.0,188032.0,0.04870118947045762,0.038232853982300884,0.01046833548815674,13170.087257624136,0.009510448512573096,0.011426222463740383,13001.992883118524,168.094374505612,28893.317518041164
visit,constant_ate,0.5,0.5000001788429504,1397875.0,1188735.0,209140.0,0.04869882690423013,0.038074973701826526,0.010623853202403603,14850.818795309937,0.00971696977502474,0.011530736629782467,14446.658759020582,404.16003628935505,28893.317518041164
visit,constant_ate,0.55,0.5500000178842951,1537662.0,1307459.0,230203.0,0.048582020545194914,0.038218441983814286,0.010363578561380628,15935.680937849658,0.009498019865498357,0.011229137257262899,15891.324634922641,44.35630292701717,28893.317518041164
visit,constant_ate,0.6,0.6000002146115406,1677450.0,1426089.0,251361.0,0.048676485128207284,0.03835121598020377,0.01032526914800351,17320.122732318487,0.00949559014822391,0.01115494814778311,17335.990510824697,-15.867778506210016,28893.317518041164
visit,constant_ate,0.65,0.6500000536528852,1817237.0,1544761.0,272476.0,0.04858615669349498,0.03830796106813077,0.010278195625364209,18677.91738364998,0.00948174011427157,0.011074651136456847,18780.656386726758,-102.73900307677832,28893.317518041164
visit,constant_ate,0.7,0.7000002503801307,1957025.0,1663717.0,293308.0,0.04854852117277157,0.03815102213372973,0.010397499039041844,20348.165556880864,0.009631172549686243,0.011163825528397444,20225.32226262881,122.84329425205215,28893.317518041164
visit,constant_ate,0.75,0.7500000894214752,2096812.0,1782679.0,314133.0,0.04857969382036811,0.03830224777403202,0.01027744604633609,21549.87219931007,0.009535794673021654,0.011019097419650526,21669.988138530873,-120.11593922080283,28893.317518041164
visit,constant_ate,0.8,0.8000002861487208,2236600.0,1901665.0,334935.0,0.04861318896861434,0.038482093540537714,0.01013109542807663,22659.20803443619,0.009411509368666892,0.010850681487486366,23114.654014432934,-455.4459799967444,28893.317518041164
visit,constant_ate,0.85,0.8500001251900653,2376387.0,2020560.0,355827.0,0.04862018450330601,0.03831356248963682,0.010306622013669192,24492.52256719729,0.009609684385243426,0.011003559642094958,24559.319890334988,-66.79732313769637,28893.317518041164
visit,constant_ate,0.9,0.9000003219173109,2516175.0,2139272.0,376903.0,0.048613734017927596,0.038367962048590755,0.01024577196933684,25780.155284946126,0.009568202744277983,0.010923341194395699,26003.98576623705,-223.83048129092276,28893.317518041164
visit,constant_ate,0.95,0.9500001609586555,2655962.0,2257899.0,398063.0,0.048621306798931216,0.03837834714605477,0.010242959652876443,27204.911605573023,0.009583527298245614,0.010902392007507273,27448.651642139102,-243.74003656607965,28893.317518041164
visit,constant_ate,1.0,1.0,2795749.0,2376531.0,419218.0,0.048632229076750945,0.03829749676779146,0.010334732308959482,28893.317518041164,0.009692640491515359,0.010976824126403606,28893.317518041164,0.0,28893.317518041164
visit,segment_uplift,0.05,0.050000196727245545,139788.0,120486.0,19302.0,0.1384891190677755,0.08869547197181639,0.04979364709595911,6960.5543402499325,0.045333786103861455,0.05425350808805677,1444.6658759020584,5515.888464347874,28893.317518041164
visit,segment_uplift,0.1,0.1000000357685901,279575.0,240937.0,38638.0,0.13811494291038737,0.08649516020497955,0.05161978270540782,14431.60074986439,0.04849670272386813,0.05474286268694751,2889.3317518041167,11542.268998060274,28893.317518041164
visit,segment_uplift,0.15,0.15000023249583563,419363.0,360733.0,58630.0,0.1234486448425844,0.0776564898516118,0.0457921549909726,19203.53549347924,0.04337445335974614,0.04820985662219905,4333.997627706174,14869.537865773067,28893.317518041164
visit,segment_uplift,0.2,0.2000000715371802,559150.0,479772.0,79378.0,0.10702166862593065,0.06920053415303988,0.037821134472890774,21147.687340516877,0.03585075984735441,0.03979150909842714,5778.663503608233,15369.023836908644,28893.317518041164
